n,p,K,allinformative,balanced,constrained,fit_constrained,timemean,timesd,arimean,arisd,avglogpropmean,avglogpropstd,avgmeanmean,avgmeanstd,avgcovmean,avgcovstd
128,256,2,True,True,True,True,0.009871840476989746,0.0009602623732468338,1.0,0.0,0.0,0.0,nan,nan,34.77887754905627,2.524298591693038
128,256,2,True,True,True,False,0.0562114953994751,0.021758311233923786,1.0,0.0,0.0,0.0,nan,nan,nan,nan
128,256,2,True,True,False,True,0.011191439628601075,0.0006034347112293992,1.0,0.0,0.0,0.0,nan,nan,12.238043514289743,0.05219523080615827
128,256,2,True,True,False,False,0.05356135368347168,0.0026667633959708836,1.0,0.0,0.0,0.0,nan,nan,nan,nan
128,256,2,True,False,True,True,0.010598373413085938,0.0006658115061063985,1.0,0.0,0.0,0.0,nan,nan,35.55436662361092,2.513146476594238
128,256,2,True,False,True,False,0.053209352493286136,0.003286472048943497,1.0,0.0,0.0,0.0,nan,nan,nan,nan
128,256,2,True,False,False,True,0.011715221405029296,0.0009013961240734743,0.8943027918589695,0.31709162442309147,0.19516842380389568,0.48096773391137776,nan,nan,12.987170223358675,0.44680161266361446
128,256,2,True,False,False,False,0.058875417709350585,0.0046317223705462,0.8943027918589695,0.31709162442309147,0.1951691187112008,0.4809679539811653,nan,nan,nan,nan
128,256,2,False,True,True,True,0.010550761222839355,0.000930329015692424,1.0,0.0,0.0,0.0,nan,nan,35.971627197919574,1.980913172309049
128,256,2,False,True,True,False,0.051011514663696286,0.0017179764921645697,1.0,0.0,0.0,0.0,nan,nan,nan,nan
128,256,2,False,True,False,True,0.010785269737243652,0.0005396632535089532,1.0,0.0,4.5505619188212035e-10,1.3650584633514161e-09,nan,nan,12.261477452727203,0.0652199234880458
128,256,2,False,True,False,False,0.055177831649780275,0.0030218508440818226,1.0,0.0,0.0,0.0,nan,nan,nan,nan
128,256,2,False,False,True,True,0.011235690116882325,0.0010333739123906099,0.8965552039558571,0.310334388132429,1.019186111505725,0.8480869229649477,nan,nan,37.243680383728446,2.328781969224028
128,256,2,False,False,True,False,0.05368950366973877,0.00221027655589986,0.8965552039558571,0.310334388132429,1.019186111505725,0.8480869229649477,nan,nan,nan,nan
128,256,2,False,False,False,True,0.015139436721801758,0.0038429632594756836,-0.023543510314594323,0.044955853805763536,0.9890800637635758,0.14704924084095156,nan,nan,12.272029577416177,0.051121488576805645
128,256,2,False,False,False,False,0.05378835201263428,0.002247148773832526,-0.02714274247011237,0.04317493529223619,1.0019475527541635,0.14771023792160806,nan,nan,nan,nan
128,256,3,True,True,True,True,0.012000513076782227,0.0005972932916089434,1.0,0.0,0.01973677110980211,0.0065789237032672305,nan,nan,28.90186486035979,1.1687471938080802
128,256,3,True,True,True,False,0.06824102401733398,0.0015410784222221277,1.0,0.0,0.01973677110980211,0.0065789237032672305,nan,nan,nan,nan
128,256,3,True,True,False,True,0.011881399154663085,0.0010268198499390727,1.0,0.0,0.015350821974290621,0.01004947195385376,nan,nan,10.115732566559554,0.04385010290484181
128,256,3,True,True,False,False,0.07155354022979736,0.0027424738359736267,1.0,0.0,0.015350821974290621,0.01004947195385376,nan,nan,nan,nan
128,256,3,True,False,True,True,0.011327338218688966,0.0007475039735733033,0.904485230170768,0.1927809338239384,0.46716639551326233,0.5741831353276347,nan,nan,29.288641843808943,2.8837422789794394
128,256,3,True,False,True,False,0.06812243461608887,0.0018418053369557467,0.904485230170768,0.1927809338239384,0.46716379680761905,0.5741803132576032,nan,nan,nan,nan
128,256,3,True,False,False,True,0.016191625595092775,0.008929810575562015,0.5284716381128616,0.30932388816477835,0.9098274193107976,0.37144153108562206,nan,nan,10.613861477936911,0.6455994219947391
128,256,3,True,False,False,False,0.07072410583496094,0.0048733949124126355,0.5273558257552835,0.30997852202871956,0.9116183746297942,0.36981727417871724,nan,nan,nan,nan
128,256,3,False,True,True,True,0.011560726165771484,0.0010047358738928666,1.0,0.0,0.010964872838779137,0.010964872838778719,nan,nan,29.366632894806294,1.290999625935188
128,256,3,False,True,True,False,0.06869494915008545,0.0018532827126017516,1.0,0.0,0.010964872838779137,0.010964872838778719,nan,nan,nan,nan
128,256,3,False,True,False,True,0.011910128593444824,0.0010355060714403398,0.9000937740528757,0.200595089442567,0.16541357396271295,0.32933237709227925,nan,nan,10.998386583444178,2.5575802109900754
128,256,3,False,True,False,False,0.06723504066467285,0.0016288514046114172,0.9000937740528757,0.200595089442567,0.16541357396079337,0.32933237709584257,nan,nan,nan,nan
128,256,3,False,False,True,True,0.015498876571655273,0.004824358041174563,0.732523729094201,0.32781971801162985,0.7241918030541558,0.5079744582004425,nan,nan,29.951250359119648,1.7086867503545005
128,256,3,False,False,True,False,0.06763191223144531,0.0018187606211354363,0.6454614384213571,0.35778539330780124,0.7249883027274512,0.5117456745646652,nan,nan,nan,nan
128,256,3,False,False,False,True,0.017858552932739257,0.003904192498061082,0.04858263889435704,0.08430381867967247,1.0764717404109565,0.2687876832748491,nan,nan,11.185055901591536,2.4681279226858353
128,256,3,False,False,False,False,0.07011010646820068,0.004273428025766788,0.0427996140266,0.09273781593063324,1.077917728417182,0.26527088441659447,nan,nan,nan,nan
128,256,4,True,True,True,True,0.011192822456359863,0.0007204520965877038,1.0,0.0,0.0,0.0,nan,nan,24.13698257491579,0.9284141383156499
128,256,4,True,True,True,False,0.0808518409729004,0.005932685894754377,1.0,0.0,0.0,0.0,nan,nan,nan,nan
128,256,4,True,True,False,True,0.012011909484863281,0.0012190173763649628,0.9280393008778365,0.14412555249117157,0.07574365845527069,0.15537159870118267,nan,nan,8.973126003202541,0.19130849163684477
128,256,4,True,True,False,False,0.08364920616149903,0.005085133154762759,0.9280393008778365,0.14412555249117157,0.07574365811333128,0.15537159820429838,nan,nan,nan,nan
128,256,4,True,False,True,True,0.01394360065460205,0.002753130316076813,0.6712910190490378,0.3099034031599536,0.6426764071790867,0.402223036200569,nan,nan,24.183567617511464,2.208341080690521
128,256,4,True,False,True,False,0.08651144504547119,0.004068692282358761,0.6707759525285331,0.31037317435131456,0.6433481262726932,0.40196334120558797,nan,nan,nan,nan
128,256,4,True,False,False,True,0.01950533390045166,0.008013170992340193,0.4628725951519807,0.298913268835133,0.7830913102013675,0.316659966462738,nan,nan,9.741476819837954,0.5767474475532043
128,256,4,True,False,False,False,0.08519871234893799,0.0073703227611797316,0.4243397078381211,0.3103240552582126,0.8042825525501073,0.30333377883753926,nan,nan,nan,nan
128,256,4,False,True,True,True,0.011418938636779785,0.00118081372686221,0.9644990436957481,0.10650286891275562,0.03940991344510572,0.11822974033531715,nan,nan,25.489808266532737,1.0727519633232752
128,256,4,False,True,True,False,0.08994822502136231,0.004386019506297542,0.9644990436957481,0.10650286891275562,0.03940991344510572,0.11822974033531715,nan,nan,nan,nan
128,256,4,False,True,False,True,0.013016843795776367,0.0012968129630409682,0.9225981547519314,0.12991082200366638,0.10601742346126448,0.19948941605230297,nan,nan,9.119716372363603,0.5318467128629688
128,256,4,False,True,False,False,0.08926029205322265,0.007030468129497599,0.9225981547519314,0.12991082200366638,0.10602407800344604,0.1994865938324893,nan,nan,nan,nan
128,256,4,False,False,True,True,0.014527225494384765,0.0021929347327537423,0.5091479117100597,0.24108972128538148,0.8551433042769695,0.2698722782197563,nan,nan,29.499636750279443,10.835890994222472
128,256,4,False,False,True,False,0.08584511280059814,0.006897714343303336,0.5070619053648412,0.2421791045464383,0.855741510881438,0.2683857278680031,nan,nan,nan,nan
128,256,4,False,False,False,True,0.014566683769226074,0.0029802488621248112,0.08197994264364095,0.09423159811380968,0.9158340489583857,0.19742534093828268,nan,nan,9.547328439768783,0.657889312528018
128,256,4,False,False,False,False,0.08563222885131835,0.006897087369676669,0.08162163607972288,0.09433656875681594,0.9157954661136228,0.19730988857905027,nan,nan,nan,nan
512,256,2,True,True,True,True,0.02249875068664551,0.0009570069032551345,1.0,0.0,0.0,0.0,nan,nan,34.51275581634972,2.5251647479108263
512,256,2,True,True,True,False,0.08011558055877685,0.00203308072365556,1.0,0.0,0.0,0.0,nan,nan,nan,nan
512,256,2,True,True,False,True,0.022254586219787598,0.0012130883000150436,1.0,0.0,0.0,0.0,nan,nan,11.94483010147409,0.053532047768564496
512,256,2,True,True,False,False,0.08133528232574463,0.0023230719201890594,1.0,0.0,0.0,0.0,nan,nan,nan,nan
512,256,2,True,False,True,True,0.02197098731994629,0.001547635513166192,1.0,0.0,0.31134935611535425,0.6226987122307085,nan,nan,34.65532721535574,2.507262154226659
512,256,2,True,False,True,False,0.08129117488861085,0.002534975434181552,1.0,0.0,0.31134935611535425,0.6226987122307085,nan,nan,nan,nan
512,256,2,True,False,False,True,0.023047542572021483,0.0017790805593756473,1.0,0.0,0.15567467805767712,0.46702403417303134,nan,nan,12.069883440956087,0.05586544194879016
512,256,2,True,False,False,False,0.0814359188079834,0.002168124282968008,1.0,0.0,0.15567467805767712,0.46702403417303134,nan,nan,nan,nan
512,256,2,False,True,True,True,0.022082066535949706,0.0011218737405636848,1.0,0.0,0.0,0.0,nan,nan,35.700891100569926,1.9651651954872287
512,256,2,False,True,True,False,0.08128626346588134,0.001068745926350209,1.0,0.0,0.0,0.0,nan,nan,nan,nan
512,256,2,False,True,False,True,0.021949362754821778,0.0012755803121707484,1.0,0.0,7.034795373687637e-08,2.0940609330101813e-07,nan,nan,12.033574691998648,0.06602135938884882
512,256,2,False,True,False,False,0.08188779354095459,0.0027329908287314925,1.0,0.0,0.0,0.0,nan,nan,nan,nan
512,256,2,False,False,True,True,0.023501014709472655,0.0009598054982797189,1.0,0.0,0.6226987122307085,0.7626470542267071,nan,nan,35.843503391561455,1.963375204468658
512,256,2,False,False,True,False,0.0832369565963745,0.0034910088090061193,1.0,0.0,0.6226987122307085,0.7626470542267071,nan,nan,nan,nan
512,256,2,False,False,False,True,0.08016960620880127,0.05158343438933645,0.7405423304592236,0.40500538022271915,1.0128363250984709,0.6168565290784523,nan,nan,12.09740431192133,0.1229682066767481
512,256,2,False,False,False,False,0.08533241748809814,0.004795377579262868,0.4310217574667088,0.4676286043575351,1.02108625514946,0.4462799482199741,nan,nan,nan,nan
512,256,3,True,True,True,True,0.023337817192077635,0.001027234163085999,1.0,0.0,0.004410852815776051,0.002205426407887816,nan,nan,28.549510990981616,1.1706604938458267
512,256,3,True,True,True,False,0.10709741115570068,0.005445816039347733,1.0,0.0,0.004410852815776051,0.002205426407887816,nan,nan,nan,nan
512,256,3,True,True,False,True,0.022851014137268068,0.0010623596533789396,1.0,0.0,0.0038594962138040964,0.0025266333634501176,nan,nan,9.836072180148296,0.03534590458526787
512,256,3,True,True,False,False,0.10728666782379151,0.006928969129549059,1.0,0.0,0.0038594962138040964,0.0025266333634501176,nan,nan,nan,nan
512,256,3,True,False,True,True,0.03164386749267578,0.027400625191116364,0.9307389815299076,0.2077830554102768,0.47169169241549663,0.5787663689363277,nan,nan,28.35146586178315,1.2583301210857882
512,256,3,True,False,True,False,0.10743372440338135,0.004467371827111929,0.930757456746856,0.20772762975943215,0.4716842222676679,0.578758477264331,nan,nan,nan,nan
512,256,3,True,False,False,True,0.05537407398223877,0.03246552244837656,0.5845063838815778,0.3392497636909293,0.9768559206526557,0.3523762864175939,nan,nan,9.988924255222042,0.11493043314364257
512,256,3,True,False,False,False,0.11959235668182373,0.025647540987415306,0.5854380838637914,0.338496487018205,0.9758188326942514,0.3529400636638243,nan,nan,nan,nan
512,256,3,False,True,True,True,0.021962952613830567,0.0011822153042926344,1.0,0.0,0.0038594962138040964,0.0025266333634501176,nan,nan,29.06583097953553,1.2955089468891074
512,256,3,False,True,True,False,0.1050450086593628,0.0018925543846507987,1.0,0.0,0.0038594962138040964,0.0025266333634501176,nan,nan,nan,nan
512,256,3,False,True,False,True,0.028417086601257323,0.01527414139084063,0.8351529977180323,0.2518249286483589,0.13204963579045279,0.19488947234866516,nan,nan,9.86831154322444,0.04476480417746144
512,256,3,False,True,False,False,0.10692131519317627,0.003434145220740987,0.8351957997390806,0.2517634310444884,0.1318886801245564,0.1946638586661316,nan,nan,nan,nan
